40,2016-03-20,0.99,264247.19,65822.05,127367.89,5712.57,65344.68,65341.18,3.5,0.0,conventional,2016,RichmondNorfolk
18,2016-08-21,1.05,6308000.34,2646367.78,1712067.2,171379.36,1778186.0,1679257.49,61139.96,37788.55,conventional,2016,California
16,2016-09-04,2.19,6913.79,1311.6,5222.39,0.0,379.8,379.8,0.0,0.0,organic,2016,Sacramento
22,2017-07-30,1.57,3724.2,41.69,43.63,0.0,3638.88,3628.88,10.0,0.0,organic,2017,Tampa
20,2015-08-09,1.66,1295.6,16.0,53.03,0.0,1226.57,1226.57,0.0,0.0,organic,2015,Syracuse
29,2017-06-11,1.61,150302.38,3919.7,51398.57,1205.25,93778.86,45391.71,48387.15,0.0,organic,2017,Midsouth
45,2016-02-14,0.98,751656.56,7591.61,560259.15,58165.42,125640.38,123660.33,1980.05,0.0,conventional,2016,Boston
36,2015-04-19,1.64,15852.99,8223.03,3998.93,865.46,2765.57,2765.57,0.0,0.0,organic,2015,BaltimoreWashington
11,2018-01-07,1.59,27296.2,3740.22,6593.66,0.0,16962.32,1579.33,15382.99,0.0,organic,2018,Portland
5,2018-02-18,1.97,167193.75,27895.41,73827.57,0.0,65470.77,65435.09,35.68,0.0,organic,2018,California
30,2015-05-31,0.74,6349957.65,4136440.91,1501302.47,34073.41,678140.86,530629.47,147483.35,28.04,conventional,2015,SouthCentral
19,2016-08-14,2.06,6968.81,863.2,3718.14,15.52,2371.95,2239.5,132.45,0.0,organic,2016,Philadelphia
30,2015-05-31,1.19,949177.06,67744.84,617813.87,45832.8,217785.55,211787.29,5730.22,268.04,conventional,2015,BaltimoreWashington
23,2015-07-19,0.76,928600.19,608209.31,200732.5,4302.29,115356.09,84065.18,31290.91,0.0,conventional,2015,PhoenixTucson
18,2015-08-23,1.5,998.28,7.02,1.26,0.0,990.0,990.0,0.0,0.0,organic,2015,Tampa
28,2015-06-14,1.93,65593.37,7000.26,25148.95,978.81,32465.35,32250.27,215.08,0.0,organic,2015,Northeast
51,2017-01-08,1.56,4991.69,579.67,2132.29,0.0,2279.73,2139.81,139.92,0.0,organic,2017,Columbus
7,2018-02-04,1.57,19108.24,5.37,268.37,0.0,18834.5,18834.5,0.0,0.0,organic,2018,NorthernNewEngland
23,2015-07-19,0.97,421574.42,258972.92,61716.04,138.6,100746.86,64830.87,35915.99,0.0,conventional,2015,Tampa
1,2015-12-20,1.2,3190120.04,72576.52,2330694.41,14909.65,771939.46,709816.2,60823.26,1300.0,conventional,2015,Northeast
46,2016-02-07,1.93,26088.82,1240.75,24785.95,0.0,62.12,62.12,0.0,0.0,organic,2016,SanFrancisco
43,2017-03-05,0.99,2768930.88,897311.08,518369.51,83307.14,1269943.15,1214991.2,6376.28,48575.67,conventional,2017,LosAngeles
29,2017-06-11,1.33,4151016.69,2451659.18,483092.03,4402.35,1211863.13,691324.55,449983.89,70554.69,conventional,2017,Southeast
19,2015-08-16,1.65,7244.44,115.46,5312.72,0.0,1816.26,533.33,1282.93,0.0,organic,2015,Roanoke
51,2016-01-03,0.95,184669.77,5974.1,109973.31,25839.4,42882.96,15993.65,19313.43,7575.88,conventional,2016,Indianapolis
32,2015-05-17,1.43,1255552.68,21866.23,871213.06,1648.45,360824.94,300933.75,59891.19,0.0,conventional,2015,NewYork
4,2018-02-25,0.88,895671.55,431217.01,171532.79,10590.75,282331.0,125973.31,147040.26,9317.43,conventional,2018,WestTexNewMexico
31,2017-05-28,1.73,602637.88,5970.3,460430.96,2755.68,133480.94,127580.75,4926.86,973.33,conventional,2017,Boston
47,2017-02-05,1.4,188582.23,1561.11,97167.09,116.1,89737.93,89664.64,73.29,0.0,conventional,2017,BuffaloRochester
34,2016-05-01,0.94,3801508.26,573869.79,1927106.29,320732.21,979799.97,746942.08,208595.67,24262.22,conventional,2016,GreatLakes
50,2015-01-11,1.08,332165.05,108378.69,90104.73,76985.0,56696.63,48639.13,620.82,7436.68,conventional,2015,Detroit
6,2015-11-15,1.04,124671.4,77510.5,11869.33,5903.53,29388.04,24126.65,5261.39,0.0,conventional,2015,Nashville
24,2016-07-10,1.29,84386.24,3503.31,49140.9,13.99,31728.04,28754.71,3.33,2970.0,conventional,2016,Syracuse
26,2015-06-28,1.54,646324.68,154423.58,377054.83,29603.67,85242.6,84459.27,783.33,0.0,conventional,2015,SanFrancisco
34,2015-05-03,1.4,50591.38,634.61,24201.46,18.81,25736.5,25405.7,330.8,0.0,conventional,2015,Syracuse
39,2016-03-27,0.77,6553308.82,3137633.27,1507245.05,660825.04,1247605.46,951743.56,288346.1,7515.8,conventional,2016,SouthCentral
7,2016-11-06,1.48,61365.68,11311.99,21354.23,20.15,28679.31,28639.4,4.5,35.41,conventional,2016,Spokane
48,2015-01-25,0.8,720800.61,519142.82,124248.86,10573.29,66835.64,65072.69,1762.95,0.0,conventional,2015,WestTexNewMexico
41,2017-03-19,1.7,1155875.16,16705.37,737596.2,17545.38,384028.21,336742.0,40754.27,6531.94,conventional,2017,NewYork
2,2018-03-11,1.08,117108.97,26859.44,26636.99,263.3,63349.24,46121.81,16452.99,774.44,conventional,2018,Louisville
28,2016-06-12,1.15,106514.62,16790.67,34443.11,0.0,55280.84,55248.05,32.79,0.0,organic,2016,LosAngeles
